offset,original_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x003FCE78,Rain continues to fall.,23,1,24,pokemon,other,,
0x003FCE90,The downpour continues.,23,1,24,pokemon,location,,
0x003FCEA8,The rain stopped.,17,1,18,pokemon,location,,
0x003FCEBA,A sandstorm brewed!,19,1,20,pokemon,dialogue,,
0x003FCECE,The sandstorm rages.,20,1,21,pokemon,location,,
0x003FCEE3,The sandstorm subsided.,23,1,24,pokemon,location,,
0x003FCEFB,The sunlight got bright!,24,1,25,pokemon,dialogue,,
0x003FCF14,The sunlight is strong.,23,1,24,pokemon,other,,
0x003FCF2C,The sunlight faded.,19,1,20,pokemon,location,,
0x003FCF40,It started to hail!,19,1,20,pokemon,dialogue,,
0x003FCF54,Hail continues to fall.,23,1,24,pokemon,other,,
0x003FCF6C,The hail stopped.,17,1,18,pokemon,location,,
0x003FCF7E,"But it failed to Spit Up
a thing!",33,1,34,pokemon,dialogue,,
0x003FCFA0,"But it failed to Swallow
a thing!",33,1,34,pokemon,dialogue,,
0x003FCFC2,"The wind turned into a
Heat Wave!",33,1,34,pokemon,dialogue,,
0x003FCFE4,"All stat changes were
eliminated!",33,1,34,pokemon,dialogue,,
0x003FD006,Coins scattered everywhere!,27,1,28,pokemon,dialogue,,
0x003FD022,"It was too weak to make
a Substitute!",37,1,38,pokemon,dialogue,,
0x003FD048,"The battlers shared
their pain!",31,1,32,pokemon,dialogue,,
0x003FD068,A bell chimed!,14,1,15,pokemon,dialogue,,
0x003FD088,"mon will
faint in three turns!",30,1,31,pokemon,dialogue,,
0x003FD0CA,"But there was no PP left
for the move!",38,1,39,pokemon,dialogue,,
0x003FD0F3," ignored
orders while asleep!",29,1,30,pokemon,dialogue,,
0x003FD113," ignored
orders!",16,1,17,pokemon,dialogue,,
0x003FD126, began to nap!,14,1,15,pokemon,dialogue,,
0x003FD137," is
loafing around!",19,1,20,pokemon,dialogue,,
0x003FD152,"t
obey!",7,1,8,pokemon,dialogue,,
0x003FD15C, turned away!,13,1,14,pokemon,dialogue,,
0x003FD16C," pretended
not to notice!",25,1,26,pokemon,dialogue,,
0x003FD1B3,mon?,4,1,5,pokemon,dialogue,,
0x003FD21A," is watching
carefully!",23,1,24,pokemon,dialogue,,
0x003FD234, is angry!,10,1,11,pokemon,dialogue,,
0x003FD241, is eating!,11,1,12,pokemon,dialogue,,
0x003FD4D6,"s enough!
Come back!",20,1,21,pokemon,dialogue,,
0x003FD4EC," , come back!",13,1,14,pokemon,dialogue,,
0x003FD4FB," , OK!
Come back!",17,1,18,pokemon,dialogue,,
0x003FD50E," , good!
Come back!",19,1,20,pokemon,dialogue,,
0x003FD593,Attack,6,1,7,pokemon,other,,
0x003FD59A,Defense,7,1,8,pokemon,other,,
0x003FD5A2,Speed,5,1,6,pokemon,other,,
0x003FD5A8,Sp. Atk,7,1,8,pokemon,location,,
0x003FD5B0,Sp. Def,7,1,8,pokemon,location,,
0x003FD5B8,accuracy,8,1,9,pokemon,other,,
0x003FD5C1,evasiveness,11,4,15,pokemon,other,,
0x003FD697,The Trainer blocked the Ball!,29,1,30,pokemon,dialogue,,
0x003FD6B9,t be a thief!,13,1,14,pokemon,dialogue,,
0x003FD6F3,t be caught!,12,1,13,pokemon,dialogue,,
0x003FD713,mon!,4,1,5,pokemon,dialogue,,
0x003FD728,mon broke free!,15,1,16,pokemon,dialogue,,
0x003FD738,"Aww!
It appeared to be caught!",30,1,31,pokemon,dialogue,,
0x003FD757,"Aargh!
Almost had it!",21,1,22,pokemon,dialogue,,
0x003FD76D,"Shoot!
It was so close, too!",28,1,29,pokemon,dialogue,,
0x003FD850,It is raining.,14,1,15,pokemon,location,,
0x003FD96F,  problem!,10,1,11,pokemon,dialogue,,
0x003FD9A0,"
restored health!",17,1,18,pokemon,dialogue,,
0x003FD9F0,"
restored its HP!",17,2,19,pokemon,dialogue,,
0x003FE6E1, do?,4,1,5,pokemon,dialogue,,
0x003FE6F2,"
throw?",7,1,8,pokemon,dialogue,,
0x003FE6FA,"What will the
old man do?",25,1,26,pokemon,dialogue,,
0x003FE799,"Yes
No",6,1,7,pokemon,other,,
0x003FE7A8,"Switch
which?",13,1,14,pokemon,dialogue,,
0x003FE7D4,Attack ,7,1,8,pokemon,location,,
0x003FE7DC,Defense,7,1,8,pokemon,other,,
0x003FE7E4,Sp. Atk,7,1,8,pokemon,location,,
0x003FE7EC,Sp. Def,7,1,8,pokemon,location,,
0x003FE90B,a ??? move,10,1,11,pokemon,dialogue,,
0x00415A6E,New Game,8,1,9,pokemon,location,,
0x00415A77,Continue,8,1,9,pokemon,other,,
0x00415C1B,"The previous save file will be
loaded.",38,1,39,pokemon,system,,
0x00415C42,"The save file has been
deleted...",33,1,34,pokemon,dialogue,,
0x00415C64,"The 1M sub-circuit board is
not installed.",42,1,43,pokemon,description,,
0x00415CE8,TIME,4,1,5,pokemon,other,,
0x00415D70,Cancel,6,2,8,pokemon,system,,
0x00415D83,Cancel,6,3,9,pokemon,system,,
0x00415DA0,dex   Table of Contents,23,1,24,pokemon,other,,
0x00415DD7,National,8,1,9,pokemon,other,,
0x00415DEA,mon Habitats,12,1,13,pokemon,other,,
0x00415E8E,Search,6,1,7,pokemon,other,,
0x00415E95,Numerical Mode,14,1,15,pokemon,location,,
0x00415EA4,A To Z Mode,11,1,12,pokemon,other,,
0x00415EB6,Other,5,1,6,pokemon,other,,
0x00415ED5,Type Mode,9,1,10,pokemon,location,,
0x00415EDF,Lightest Mode,13,1,14,pokemon,location,,
0x00415EED,Smallest Mode,13,1,14,pokemon,location,,
0x00415F05,mon List,8,1,9,pokemon,other,,
0x00415F1D, Kanto,6,1,7,pokemon,other,,
0x00415F33, National,9,1,10,pokemon,other,,
0x00415F41,mon List,8,1,9,pokemon,other,,
0x00415F4A,Search,6,1,7,pokemon,other,,
0x00415F5F,Cancel,6,1,7,pokemon,system,,
0x00415F88,Cancel,6,2,8,pokemon,system,,
0x00415FC1,Cancel,6,1,7,pokemon,system,,
0x00415FC9, Next,5,1,6,pokemon,other,,
0x00415FDA,Previous Data,13,1,14,pokemon,location,,
0x00415FE8,Area,4,1,5,pokemon,other,,
0x00415FED,Size,4,1,5,pokemon,other,,
0x00415FF2,Area Unknown,12,1,13,pokemon,location,,
0x00416002,Page,4,2,6,pokemon,other,,
0x00416007, Welcome to the Hall of Fame!,29,4,33,pokemon,dialogue,,
0x0041608F," The Hall of Fame data is
corrupted.",36,1,37,pokemon,description,,
0x004160C8,"League Champion!
CONGRATULATIONS!",33,3,36,pokemon,dialogue,,
0x004160F1,   Lv. ,7,4,11,pokemon,other,,
0x004160F9,   Name,7,4,11,pokemon,other,,
0x00416101,   IDNo.,8,1,9,pokemon,other,,
0x0041617A,Player,6,1,7,pokemon,other,,
0x004161A9,Register,8,1,9,pokemon,other,,
0x004161B2,Give,4,1,5,pokemon,other,,
0x004161C1,Cancel,6,1,7,pokemon,system,,
0x004161C8,Exit,4,2,6,pokemon,other,,
0x004161D4,Item,4,1,5,pokemon,other,,
0x004161DE,Take,4,1,5,pokemon,other,,
0x004161E3,Store,5,1,6,pokemon,other,,
0x004161EF,None,4,1,5,pokemon,other,,
0x004161F9,Deselect,8,1,9,pokemon,system,,
0x0041623D,"Yes
No",6,1,7,pokemon,other,,
0x00416244,"Go back to the
previous menu.",29,1,30,pokemon,system,,
0x00416262,What would you like to do?,26,1,27,pokemon,dialogue,,
0x004162A2,Retire,6,1,7,pokemon,other,,
0x004162C7,Coins,5,1,6,pokemon,other,,
0x004162CD,Items,5,1,6,pokemon,other,,
0x004162DE,Key Items,9,1,10,pokemon,location,,
0x004162E8,Deposit Item,12,1,13,pokemon,location,,
0x00416301," is
selected.",13,1,14,pokemon,system,,
0x00416352,"
be placed?",11,1,12,pokemon,dialogue,,
0x004163C1,"s no room to
store items.",25,1,26,pokemon,other,,
0x00416416," of
this item?",14,1,15,pokemon,dialogue,,
0x004166D3,TM Case,7,1,8,pokemon,location,,
0x004166DB,Close,5,1,6,pokemon,other,,
0x004166E1,"The TM Case will be
put away.",29,1,30,pokemon,other,,
0x0041670A,Berry Pouch,11,1,12,pokemon,location,,
0x00416716,"The Berry Pouch will be
put away.",33,1,34,pokemon,description,,
0x00416757,Quit shopping.,14,1,15,pokemon,location,,
0x00416768,"? Certainly.
How many would you like?",37,1,38,pokemon,dialogue,,
0x004167B3,. Okay?,7,1,8,pokemon,dialogue,,
0x004167E7,"Here you are!
Thank you!",24,1,25,pokemon,dialogue,,
0x0041689E,Is there anything else I can do?,32,1,33,pokemon,dialogue,,
0x00416913,"?
How many would you like to sell?",34,1,35,pokemon,dialogue,,
0x00416943,".
Would that be okay?",21,1,22,pokemon,dialogue,,
0x0041697E,Shift,5,1,6,pokemon,other,,
0x00416984,Send Out,8,1,9,pokemon,location,,
0x0041698D,Switch,6,1,7,pokemon,other,,
0x00416994,Summary,7,1,8,pokemon,other,,
0x004169A9,No Entry,8,1,9,pokemon,location,,
0x004169C5,Sp. Atk,7,1,8,pokemon,location,,
0x004169CD,Sp. Def,7,1,8,pokemon,location,,
0x00416C67,"Would you like to switch the
two items?",39,1,40,pokemon,dialogue,,
0x004171F1,Move to where?,14,1,15,pokemon,dialogue,,
0x00417210,mon?,4,1,5,pokemon,dialogue,,
0x00417226,mon?,4,1,5,pokemon,dialogue,,
0x0041723D,mon?,4,1,5,pokemon,dialogue,,
0x0041725E,s nothing to Cut.,17,1,18,pokemon,other,,
0x00417270,No Surfing here!,16,1,17,pokemon,dialogue,,
0x00417285,re already Surfing.,19,1,20,pokemon,other,,
0x0041729D,t use that here.,16,1,17,pokemon,other,,
0x004172AE,Restore which move?,19,1,20,pokemon,dialogue,,
0x004172D5,Do what with an item?,21,1,22,pokemon,dialogue,,
0x004172EB,No battling this way!,21,1,22,pokemon,dialogue,,
0x00417361,The current is much too fast!,29,1,30,pokemon,dialogue,,
0x004173A1,mon or Cancel.,14,1,15,pokemon,system,,
0x004173BB,mon and confirm.,16,1,17,pokemon,other,,
0x00417411,No use.,7,1,8,pokemon,location,,
0x00417419,ABLE,4,1,5,pokemon,other,,
0x00417431,ABLE,4,1,5,pokemon,other,,
0x00417436,NOT ABLE,8,1,9,pokemon,location,,
0x0041743F,ABLE!,5,1,6,pokemon,dialogue,,
0x00417445,NOT ABLE!,9,1,10,pokemon,dialogue,,
0x0041744F,LEARNED,7,1,8,pokemon,other,,
0x00417533,Cut a tree or grass.,20,1,21,pokemon,other,,
0x00417548,Fly to a known town.,20,1,21,pokemon,other,,
0x0041755D,Travel on water.,16,1,17,pokemon,location,,
0x0041756E,Move heavy boulders.,20,1,21,pokemon,location,,
0x00417583,Light up darkness.,18,1,19,pokemon,location,,
0x00417596,Shatter a cracked rock.,23,1,24,pokemon,other,,
0x004175AE,Climb a waterfall.,18,1,19,pokemon,location,,
0x004175CC,Escape from here.,17,1,18,pokemon,location,,
0x004175EC,mon.,4,1,5,pokemon,other,,
0x004175F1,Share HP.,9,1,10,pokemon,location,,
0x004175FB,Return to a healing spot.,25,1,26,pokemon,other,,
0x00417674,Attack,6,1,7,pokemon,other,,
0x0041767B,Defense,7,1,8,pokemon,other,,
0x0041768D,Speed,5,1,6,pokemon,other,,
0x004176E2,Turn Off,8,1,9,pokemon,location,,
0x004176F1,Item Storage,12,1,13,pokemon,location,,
0x004176FE,Mailbox,7,1,8,pokemon,other,,
0x00417706,Deposit Item,12,1,13,pokemon,location,,
0x00417713,Withdraw Item,13,1,14,pokemon,location,,
0x0041772A,Store items in the PC.,22,1,23,pokemon,other,,
0x00417741,Take out items from the PC.,27,1,28,pokemon,other,,
0x0041778A,"There is no more
room in the BAG.",33,1,34,pokemon,description,,
0x00417828,s Mail?,7,1,8,pokemon,dialogue,,
0x00417830,"The message will be lost.
Is that okay?",39,1,40,pokemon,dialogue,,
0x004178A7,"Withdraw
Item",13,1,14,pokemon,other,,
0x004178B5,Withdraw,8,1,9,pokemon,other,,
0x004178BE,Return to the PC.,17,1,18,pokemon,other,,
0x004178E6,Info,4,1,5,pokemon,other,,
0x00417944,SINGLE BATTLE,13,1,14,pokemon,location,,
0x00417952,DOUBLE BATTLE,13,1,14,pokemon,location,,
0x00417BA7,s PC,4,1,5,pokemon,other,,
0x00417BB1,s PC,4,1,5,pokemon,other,,
0x00417BB9,s PC,4,1,5,pokemon,other,,
0x00417BBE,Hall of Fame,12,1,13,pokemon,location,,
0x00417BCB,Log Off,7,1,8,pokemon,location,,
0x00417BDD,s PC,4,1,5,pokemon,other,,
0x00417C0F,Fresh Water,11,1,12,pokemon,location,,
0x00417C1B,Soda Pop,8,1,9,pokemon,location,,
0x00417C24,Lemonade,8,1,9,pokemon,other,,
0x00417C2D,Coins,5,1,6,pokemon,other,,
0x00417D56,HELIX FOSSIL,12,1,13,pokemon,location,,
0x00417D63,DOME FOSSIL,11,1,12,pokemon,location,,
0x00417D6F,OLD AMBER,9,1,10,pokemon,location,,
0x00417D79,Trade Center,12,1,13,pokemon,location,,
0x00417D86,Colosseum,9,1,10,pokemon,other,,
0x00417DA9,Items Sector,12,1,13,pokemon,location,,
0x00417DB6,Key Items Sector,16,1,17,pokemon,location,,
0x00417DCB, Balls Sector,13,1,14,pokemon,other,,
0x00417DD9,TM Case,7,1,8,pokemon,location,,
0x00417DE1,Berry Pouch,11,1,12,pokemon,location,,
0x00418177,s BATTLE RESULTS,16,1,17,pokemon,other,,
0x00418208,Exit from the Box.,18,1,19,pokemon,other,,
0x0041821B,What do you want to do?,23,1,24,pokemon,dialogue,,
0x00418233,Please pick a theme.,20,1,21,pokemon,other,,
0x00418248,Pick the wallpaper.,19,1,20,pokemon,location,,
0x0041825D,  is selected.,14,1,15,pokemon,system,,
0x0041826C,Jump to which Box?,18,1,19,pokemon,dialogue,,
0x0041827F,Deposit in which Box?,21,1,22,pokemon,dialogue,,
0x004182A7,The Box is full.,16,1,17,pokemon,other,,
0x004182C9,mon?,4,1,5,pokemon,dialogue,,
0x004182CF,  was released.,15,1,16,pokemon,other,,
0x004182FA,mon.,4,1,5,pokemon,other,,
0x00418314,mon!,4,1,5,pokemon,dialogue,,
0x00418324,s full!,7,1,8,pokemon,dialogue,,
0x00418341,mon!,4,1,5,pokemon,dialogue,,
0x00418346,Which one will you take?,24,1,25,pokemon,dialogue,,
0x00418367,t release an Egg.,17,1,18,pokemon,other,,
0x00418379,Continue Box operations?,24,1,25,pokemon,dialogue,,
0x004183C5,Please remove the Mail.,23,1,24,pokemon,other,,
0x004183F0,Placed item in Cube V3.,23,1,24,pokemon,other,,
0x00418408,Cube V3 is full.,16,1,17,pokemon,other,,
0x00418419,Put this item in Cube V3?,25,1,26,pokemon,dialogue,,
0x00418434,  is now held.,14,1,15,pokemon,other,,
0x0041845B,t be stored!,12,1,13,pokemon,dialogue,,
0x00418468,Cancel,6,1,7,pokemon,system,,
0x0041846F,Store,5,1,6,pokemon,other,,
0x00418475,Withdraw,8,1,9,pokemon,other,,
0x0041847E,Shift,5,1,6,pokemon,other,,
0x00418484,Move,4,1,5,pokemon,other,,
0x0041848F,Summary,7,1,8,pokemon,other,,
0x00418497,Release,7,1,8,pokemon,other,,
0x0041849F,Mark,4,1,5,pokemon,other,,
0x004184A9,Jump,4,1,5,pokemon,other,,
0x004184AE,Wallpaper,9,1,10,pokemon,other,,
0x004184B8,Take,4,1,5,pokemon,other,,
0x004184BD,Give,4,1,5,pokemon,other,,
0x004184D2,Scenery 1,9,1,10,pokemon,location,,
0x004184DC,Scenery 2,9,1,10,pokemon,location,,
0x004184E6,Scenery 3,9,1,10,pokemon,location,,
0x004184F0,Etcetera,8,1,9,pokemon,other,,
0x004184F9,Forest,6,1,7,pokemon,other,,
0x00418500,City,4,1,5,pokemon,other,,
0x00418505,Desert,6,1,7,pokemon,other,,
0x0041850C,Savanna,7,1,8,pokemon,other,,
0x00418514,Crag,4,1,5,pokemon,other,,
0x00418519,Volcano,7,1,8,pokemon,other,,
0x00418521,Snow,4,1,5,pokemon,other,,
0x00418526,Cave,4,1,5,pokemon,other,,
0x0041852B,Beach,5,1,6,pokemon,other,,
0x00418531,Seafloor,8,1,9,pokemon,other,,
0x0041853A,River,5,1,6,pokemon,other,,
0x00418544,Stars,5,1,6,pokemon,other,,
0x0041854E,Center,6,1,7,pokemon,other,,
0x00418555,Tiles,5,1,6,pokemon,other,,
0x0041855B,Simple,6,1,7,pokemon,other,,
0x004185A5,See Ya!,7,1,8,pokemon,dialogue,,
0x004185C4,"mon if you
have any in a Box.",29,1,30,pokemon,dialogue,,
0x00418601,mon in any Box.,15,1,16,pokemon,other,,
0x00418622,"mon that are
stored in any Box.",31,1,32,pokemon,description,,
0x00418665,mon in a Box or your party.,27,1,28,pokemon,dialogue,,
0x00418681,See you later!,14,1,15,pokemon,dialogue,,
0x004186AB,mon!,4,1,5,pokemon,dialogue,,
0x004186C8,mon.,4,1,5,pokemon,other,,
0x00418E52,Box Name?,9,1,10,pokemon,dialogue,,
0x00418E5D,s nickname?,11,1,12,pokemon,dialogue,,
0x00418E85,Back,4,4,8,pokemon,other,,
0x00418E8E, Guide,6,1,7,pokemon,other,,
0x00418E96, Cancel,7,1,8,pokemon,system,,
0x00418E9F, Cancel,7,1,8,pokemon,system,,
0x00418EB7,Move,4,1,5,pokemon,other,,
0x00419783,"  nature.
Met in a trade.",25,1,26,pokemon,other,,
0x0041979E,"  nature.
Met in a trade.",25,1,26,pokemon,other,,
0x00419A48,"mon Egg found by the
Day-Care couple.",37,1,38,pokemon,description,,
0x00419A79,"mon Egg obtained from
the traveling man.",40,1,41,pokemon,description,,
0x00419ABC,"mon Egg
obtained at a nice place.",33,1,34,pokemon,description,,
0x00419AE9,"mon Egg obtained from
an old woman at the SPA.",46,1,47,pokemon,description,,
0x00419B27,"mon Egg obtained
in a trade.",28,1,29,pokemon,other,,
0x00419B44,"It looks like this
Egg will take a
long time to hatch.",54,1,55,pokemon,description,,
0x00419B7B,"What will hatch
from this? It will
take some time.",50,1,51,pokemon,dialogue,,
0x00419BAE,"It occasionally
moves. It should
hatch soon.",44,1,45,pokemon,description,,
0x00419BF2,"s almost ready
to hatch!",24,1,25,pokemon,dialogue,,
0x00419C21,mon Info,8,1,9,pokemon,other,,
0x00419C2E,mon Skills,10,1,11,pokemon,other,,
0x00419C39,Known Moves,11,1,12,pokemon,location,,
0x00419C6A, Cancel,7,1,8,pokemon,system,,
0x00419C73, Cancel,7,1,8,pokemon,system,,
0x00419C7D,Page,4,1,5,pokemon,other,,
0x00419C8A, Detail,7,1,8,pokemon,other,,
0x00419C9A, Switch,7,1,8,pokemon,other,,
0x00419CA4,Pick,4,1,5,pokemon,other,,
0x00419CE1,IDNo.,5,1,6,pokemon,other,,
0x00419CFD,TIME,4,1,5,pokemon,other,,
0x00419DEB,Battle Style,12,1,13,pokemon,location,,
0x00419E0A,Frame,5,8,13,pokemon,other,,
0x00419E2C,Shift,5,1,6,pokemon,other,,
0x00419E6B,Cancel,6,1,7,pokemon,system,,
0x00419F60,T TURN OFF THE POWER.,21,1,22,pokemon,other,,
0x0041B2B7,Attack,6,1,7,pokemon,other,,
0x0041B2BE,Defense,7,1,8,pokemon,other,,
0x0041B2C6,Speed,5,1,6,pokemon,other,,
0x0041B2CC,Sp. Atk,7,1,8,pokemon,location,,
0x0041B2D4,Sp. Def,7,1,8,pokemon,location,,
0x0041B329,Huh?,4,1,5,pokemon,dialogue,,
0x0041B4B0,T TURN OFF THE POWER.,21,1,22,pokemon,other,,
0x0041B6D5,Player,6,1,7,pokemon,other,,
0x0041B6FF, hatched from the Egg!,22,1,23,pokemon,dialogue,,
0x0041B836,Cancel,6,1,7,pokemon,system,,
0x0041CC4E,T TURN OFF THE POWER.,21,1,22,pokemon,other,,
0x0041DFC2,Cancel,6,1,7,pokemon,system,,
0x0041DFD7,Cancel,6,1,7,pokemon,system,,
0x0041E051,TIME,4,1,5,pokemon,other,,
0x0041E0B9,Cancel,6,1,7,pokemon,system,,
0x0041E2EE,Cancel,6,1,7,pokemon,system,,
0x0041E388,"t seem to like
each other much.",31,1,32,pokemon,description,,
0x0041E3CE,mon than each other.,20,1,21,pokemon,other,,
0x0041E5E2,Cancel,6,1,7,pokemon,system,,
0x00444C54,"mon. It iscurrently under investigation. No detailed
information is available at this time.",91,99,190,pokemon,description,,
0x00444D5B,"brer
sa floraison.",18,10,28,pokemon,other,,
0x00444DD8,mon.,4,3,7,pokemon,other,,
0x00444E81,"toile dans son repaire
montagneux.",34,10,44,pokemon,description,,
0x00444EE4,s un combat difficile.,22,30,52,pokemon,other,,
0x00444F67,re occasion.,12,13,25,pokemon,other,,
0x00444FCF, populaire.,11,112,123,pokemon,other,,
0x004450A6,res.,4,101,105,pokemon,other,,
0x00445161, de pollen.,11,103,114,pokemon,other,,
0x0044522A,voluer.,7,3,10,pokemon,other,,
0x0044528B,camper.,7,4,11,pokemon,other,,
0x004452F1,agresse.,8,101,109,pokemon,other,,
0x004453AD,raciner les arbres.,19,8,27,pokemon,other,,
0x0044540B," tous
les terrains.",19,98,117,pokemon,other,,
0x004454D6,herbe avec le bec.,18,2,20,pokemon,other,,
0x004455A1,"y
attend le moins.",18,106,124,pokemon,other,,
0x0044566F,lectrique.,10,13,23,pokemon,other,,
0x004456CC," dans le
sol.",13,18,31,pokemon,other,,
0x00445742,ger.,4,6,10,pokemon,other,,
0x0044580E,rer fatale.,11,194,205,pokemon,other,,
0x00445925,fend avec sa corne toxique.,27,10,37,pokemon,other,,
0x00445970,"ennemi sur sa corne qui distille un
poison puissant.",52,12,64,pokemon,dialogue,,
0x004459E8,"phonique comme une
allumette.",29,214,243,pokemon,other,,
0x00445B00,"ge,
ses six queues en forment de nouvelles.",43,8,51,pokemon,description,,
0x00445B54,"tiennent un pouvoir mystique. Il peut
vivre pendant mille ans.",62,2,64,pokemon,dialogue,,
0x00445B9B,"il roule ses grands yeux ronds,
il entonne une berceuse qui endort son
auditoire.",81,14,95,pokemon,dialogue,,
0x00445C52,air.,4,12,16,pokemon,other,,
0x00445C92,mis par sa gueule.,18,39,57,pokemon,other,,
0x00445CFF,"paisse des peaux et
sucer le sang de la victime.",48,6,54,pokemon,description,,
0x00445D7E,"ne en
semant des graines.",25,10,35,pokemon,other,,
0x00445DFB,tres.,5,8,13,pokemon,other,,
0x00445FB0,"cailles poudreuses en
battant des ailes. Elles sont toxiques
au toucher.",72,18,90,pokemon,description,,
0x00446052,"re du
jour.",11,28,39,pokemon,other,,
0x004460D8,tres.,5,6,11,pokemon,other,,
0x00446121,mon nocturne.,13,121,134,pokemon,other,,
0x004461CA,"rieux
lui font subir de constantes migraines.",45,29,74,pokemon,dialogue,,
0x00446247," font de lui un
nageur exceptionnel.",36,9,45,pokemon,dialogue,,
0x004462AD,"nerve, toute la colonie
suit son exemple.",41,16,57,pokemon,description,,
0x00446314,"enfuit et devient fou de rage quand
on le frappe.",49,7,56,pokemon,description,,
0x0044637E," ce que son Dresseur lui
donne un ordre.",40,12,52,pokemon,description,,
0x004463FA,"ur des
hommes.",14,15,29,pokemon,other,,
0x00446457," peine sur
ses nouveaux pieds.",30,103,133,pokemon,other,,
0x00446521,"an
Pacifique.",13,18,31,pokemon,other,,
0x0044657E,"il dort 18 heures
par jour.",27,94,121,pokemon,other,,
0x00446636,"es par la
puissance de son esprit.",34,12,46,pokemon,description,,
0x004466B2,"
la fois.",9,119,128,pokemon,other,,
0x0044674D," de ses
quatre bras puissants font des ravages
sur ses adversaires.",67,11,78,pokemon,description,,
0x004468B0,mement corrosif.,16,8,24,pokemon,other,,
0x0044690A,"cher sur la
terre ferme.",24,22,46,pokemon,other,,
0x0044695B,"emprisonner ses adversaires dans un
redoutable filet venimeux.",62,109,171,pokemon,description,,
0x00446A66,ter!,4,2,6,pokemon,dialogue,,
0x00446A6C,"Aucun explosif ne pourrait entamer sa
carapace de pierre. Il mue une fois par
an.",81,29,110,pokemon,description,,
0x00446B29,"
force de galoper.",18,7,25,pokemon,other,,
0x00446B85,tincelles ardentes.,19,8,27,pokemon,other,,
0x00446BBA,"cheur adroit
qui utilise sa queue. Elle est
insensible aux morsures.",68,4,72,pokemon,dialogue,,
0x00446C58, mordre.,8,105,113,pokemon,other,,
0x00446D24,visions.,8,3,11,pokemon,other,,
0x00446D79,"ril
de sa vie.",14,16,30,pokemon,other,,
0x00446DE1,pathique.,9,121,130,pokemon,other,,
0x00446EA2,"te pour briser
la banquise.",27,130,157,pokemon,other,,
0x00446F64,"
aux rayons X de la lune. Il vit dans les
ordures.",50,18,68,pokemon,description,,
0x00446FDD,"ment les plantes et les
arbres au contact.",42,112,154,pokemon,description,,
0x0044707F,"fend en fermant sa coquille et
projette des piquants qui repoussent ses
agresseurs.",83,24,107,pokemon,dialogue,,
0x00447120,"importe qui en
quelques secondes.",33,17,50,pokemon,dialogue,,
0x004471A4,paule.,6,8,14,pokemon,other,,
0x004471F2,"rement un
Ectoplasma.",21,24,45,pokemon,other,,
0x004472AF,"autrui. Il adore les songes
amusants.",37,26,63,pokemon,description,,
0x00447344,veiller.,8,7,15,pokemon,other,,
0x00447353,"Il creuse son terrier sur des plages
sablonneuses. Ses pinces repoussent si
on les brise.",89,9,98,pokemon,description,,
0x0044740B, manier.,8,99,107,pokemon,other,,
0x004474C9,clater.,7,10,17,pokemon,other,,
0x00447531,pare.,5,112,117,pokemon,other,,
0x004475F3,"ne
creux.",9,11,20,pokemon,other,,
0x0044768E,"allongent, ce
qui ne manque jamais de surprendre au
premier combat.",67,99,166,pokemon,dialogue,,
0x0044778D,es entre elles.,15,100,115,pokemon,other,,
0x0044784C,ils soient fort rares.,22,5,27,pokemon,other,,
0x004478B5,il soit stupide.,16,7,23,pokemon,other,,
0x004478FD,"a rendu plus intelligent,
mais il est distrait.",47,3,50,pokemon,description,,
0x004479C7,"un fin duvet. Il est
chatouilleux.",34,7,41,pokemon,description,,
0x00447A37,"r
pour les laisser jouer dehors.",32,6,38,pokemon,description,,
0x00447AB1,encre opaque.,13,5,18,pokemon,other,,
0x00447B0F,decine traditionnelle.,22,7,29,pokemon,other,,
0x00447B3A,"gance quand il nage, ses
coups de corne sont redoutables.",57,208,265,pokemon,description,,
0x00447C88,"rieux vers
le ciel nocturne.",28,101,129,pokemon,other,,
0x00447DBD, les comprendre.,16,9,25,pokemon,other,,
0x00447E0A," ses coups. Profitez-en
pour filer!",35,15,50,pokemon,dialogue,,
0x00447E9F, voir.,6,108,114,pokemon,other,,
0x00447F59," pour
sa nature violente.",25,8,33,pokemon,other,,
0x00447FCB,est tout...,11,93,104,pokemon,dialogue,,
0x00448066,"mon sur son dos. Il comprend
le langage humain.",47,4,51,pokemon,description,,
0x004480F0,il voit.,8,4,12,pokemon,other,,
0x00448139," son
environnement.",19,15,34,pokemon,other,,
0x004481B1,fier.,5,23,28,pokemon,other,,
0x00448222,charges.,8,2,10,pokemon,other,,
0x00448262,"e de son corps,
atteignant les 1 700 C.",39,23,62,pokemon,description,,
0x004482AF," par des scientifiques
peut arpenter librement le cyberespace.",62,31,93,pokemon,description,,
0x00448341,"un fossile. Il
peuplait autrefois les mers.",43,3,46,pokemon,description,,
0x004483B3,"tait devenue
trop grosse.",25,121,146,pokemon,other,,
0x00448488,"volution de
ses proies.",23,11,34,pokemon,other,,
0x004484FC, des scies.,11,10,21,pokemon,other,,
0x00448511,"Une fois le ventre plein, il est trop
amorphe pour lever le petit doigt.
Sautez sur son ventre!",95,16,111,pokemon,dialogue,,
0x004485D8,air.,4,103,107,pokemon,other,,
0x0044868D,"e du
printemps.",15,16,31,pokemon,other,,
0x004486E7,couvert sa mue.,15,121,136,pokemon,other,,
0x004487C1, la terre ferme.,16,205,221,pokemon,other,,
