offset,original_text,spanish_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x001B5210,   Z-Move 33,,12,4,16,pokemon,other,Z-Move 33,
0x001B521D,   Z-Move 34,,12,4,16,pokemon,other,Z-Move 34,
0x001B522A,   Z-Move 35,,12,4,16,pokemon,other,Z-Move 35,
0x001B5237,   Z-Move 36,,12,4,16,pokemon,other,Z-Move 36,
0x001B5244,   Z-Move 37,,12,4,16,pokemon,other,Z-Move 37,
0x001B5251,   Z-Move 38,,12,4,16,pokemon,other,Z-Move 38,
0x001B525E,   Z-Move 39,,12,4,16,pokemon,other,Z-Move 39,
0x001B526B,   Z-Move 40,,12,4,16,pokemon,other,Z-Move 40,
0x001B5278,   Z-Move 41,,12,4,16,pokemon,other,Z-Move 41,
0x001B5285,   Z-Move 42,,12,4,16,pokemon,other,Z-Move 42,
0x001B5292,   Z-Move 43,,12,4,16,pokemon,other,Z-Move 43,
0x001B529F,   Z-Move 44,,12,4,16,pokemon,other,Z-Move 44,
0x001B52AC,   Z-Move 45,,12,4,16,pokemon,other,Z-Move 45,
0x001B52B9,   Z-Move 46,,12,4,16,pokemon,other,Z-Move 46,
0x001B52C6,   Z-Move 47,,12,4,16,pokemon,other,Z-Move 47,
0x001B52D3,   Z-Move 48,,12,4,16,pokemon,other,Z-Move 48,
0x001B52E0,   Z-Move 49,,12,4,16,pokemon,other,Z-Move 49,
0x001B52ED,   Z-Move 50,,12,4,16,pokemon,other,Z-Move 50,
0x001B52FA,   Z-Move 51,,12,4,16,pokemon,other,Z-Move 51,
0x001B5307,   Z-Move 52,,12,4,16,pokemon,other,Z-Move 52,
0x001B5314,   Z-Move 53,,12,4,16,pokemon,other,Z-Move 53,
0x001B5321,   Gardomax,,11,5,16,pokemon,other,Gardomax,
0x001B532D,    Normalomax,,14,3,17,pokemon,other,Normalomax,
0x001B533C,  Normalomax,,12,3,15,pokemon,other,Normalomax,
0x001B5349,  Pugilomax,,11,4,15,pokemon,other,Pugilomax,
0x001B5355,   Pugilomax,,12,4,16,pokemon,other,Pugilomax,
0x001B5367,romax,,5,6,11,pokemon,other,,
0x001B5374,romax,,5,6,11,pokemon,other,,
0x001B537A,     Toxinomax,,14,4,18,pokemon,other,Toxinomax,
0x001B5389,   Toxinomax,,12,4,16,pokemon,other,Toxinomax,
0x001B5396,   Sismomax,,11,5,16,pokemon,other,Sismomax,
0x001B53A2,    Sismomax,,12,5,17,pokemon,other,Sismomax,
0x001B53AF,    Lithomax,,12,5,17,pokemon,other,Lithomax,
0x001B53BC,    Lithomax,,12,5,17,pokemon,other,Lithomax,
0x001B53C9,    Insectomax,,14,3,17,pokemon,other,Insectomax,
0x001B53D8,  Insectomax,,12,3,15,pokemon,other,Insectomax,
0x001B53E5,  Spectromax,,12,3,15,pokemon,other,Spectromax,
0x001B53F2,  Spectromax,,12,3,15,pokemon,other,Spectromax,
0x001B5403,tallomax,,8,3,11,pokemon,other,,
0x001B5410,tallomax,,8,3,11,pokemon,other,,
0x001B5419,  Pyromax,,9,6,15,pokemon,other,Pyromax,
0x001B5423,     Pyromax,,12,6,18,pokemon,other,Pyromax,
0x001B5430,     Hydromax,,13,5,18,pokemon,other,Hydromax,
0x001B543E,    Hydromax,,12,5,17,pokemon,other,Hydromax,
0x001B544B,    Phytomax,,12,5,17,pokemon,other,Phytomax,
0x001B5458,    Phytomax,,12,5,17,pokemon,other,Phytomax,
0x001B5465,    Fulguromax,,14,3,17,pokemon,other,Fulguromax,
0x001B5474,  Fulguromax,,12,3,15,pokemon,other,Fulguromax,
0x001B5481,  Psychomax,,11,4,15,pokemon,other,Psychomax,
0x001B548D,   Psychomax,,12,4,16,pokemon,other,Psychomax,
0x001B549A,   Cryomax,,10,6,16,pokemon,other,Cryomax,
0x001B54A5,     Cryomax,,12,6,18,pokemon,other,Cryomax,
0x001B54B2,     Dracomax,,13,5,18,pokemon,other,Dracomax,
0x001B54C0,    Dracomax,,12,5,17,pokemon,other,Dracomax,
0x001B54CD,    Sinistromax,,15,2,17,pokemon,other,Sinistromax,
0x001B54DD, Sinistromax,,12,2,14,pokemon,other,Sinistromax,
0x001B54EA, Enchantomax,,12,2,14,pokemon,other,Enchantomax,
0x001B54F7, Enchantomax,,12,5,17,pokemon,other,Enchantomax,
0x001B5504, Fouet,,6,8,14,pokemon,other,Fouet,
0x001B550B,       Fouet,,12,8,20,pokemon,other,Fouet,
0x001B5518,       Fournaise,,16,4,20,pokemon,other,Fournaise,
0x001B5529,   Fournaise,,12,4,16,pokemon,other,Fournaise,
0x001B5536,   Canonnade,,12,4,16,pokemon,other,Canonnade,
0x001B5543,   Canonnade,,12,4,16,pokemon,other,Canonnade,
0x001B5550,   Illusion,,11,5,16,pokemon,other,Illusion,
0x001B555C,    Illusion,,12,5,17,pokemon,other,Illusion,
0x001B5569,    Foudre,,10,7,17,pokemon,other,Foudre,
0x001B5574,      Foudre,,12,7,19,pokemon,other,Foudre,
0x001B5581,      Pactole,,13,6,19,pokemon,other,Pactole,
0x001B558F,     Pactole,,12,6,18,pokemon,other,Pactole,
0x001B559C,     Frappe,,11,7,18,pokemon,other,Frappe,
0x001B55A8,      Frappe,,12,7,19,pokemon,other,Frappe,
0x001B55B5,      Hantise,,13,6,19,pokemon,other,Hantise,
0x001B55C3,     Hantise,,12,6,18,pokemon,other,Hantise,
0x001B55D0,     Bulles,,11,7,18,pokemon,other,Bulles,
0x001B55DC,      Bulles,,12,7,19,pokemon,other,Bulles,
0x001B55F1,sonance,,7,4,11,pokemon,other,,
0x001B55FE,sonance,,7,4,11,pokemon,other,,
0x001B5625,colte,,5,6,11,pokemon,other,,
0x001B5632,colte,,5,6,11,pokemon,other,,
0x001B5638,     Pestilence,,15,3,18,pokemon,other,Pestilence,
0x001B5648,  Pestilence,,12,3,15,pokemon,other,Pestilence,
0x001B5655,  Fonte,,7,8,15,pokemon,other,Fonte,
0x001B565D,       Fonte,,12,8,20,pokemon,other,Fonte,
0x001B566A,       Percussion,,17,3,20,pokemon,other,Percussion,
0x001B567C,  Percussion,,12,3,15,pokemon,other,Percussion,
0x001B5689,  Pyroball,,10,5,15,pokemon,other,Pyroball,
0x001B5694,    Pyroball,,12,5,17,pokemon,other,Pyroball,
0x001B56A7,chette,,6,5,11,pokemon,other,,
0x001B56B4,chette,,6,5,11,pokemon,other,,
0x001B56D7,  Ondes,,7,23254,23261,pokemon,other,Ondes,
0x001BC334,"Which of our services do you wish
to use?",,41,3,44,pokemon,dialogue,,
0x001BC35E,"Which of our services do you wish
to use?","Which of our services do you wish
to use?",41,2,43,pokemon,dialogue,"Quel service veux-tu utiliser ?
",
0x001BC388,"Trade Pokémon with another player
using a GBA Game Link cable.","Intercambia Pokémon usando un cable
de GBA.",62,3,65,pokemon,description,"Échange des Pokémon avec un autre
joueur via un câble Game Link GBA.",
0x001BC392,"mon with another player
using a GBA Game Link cable.",,52,3,55,pokemon,description,,
0x001BC3C7,"You may battle another Trainer
using a GBA Game Link cable.","Lucha contra otro Entrenador usando
un cable de GBA.",59,2,61,pokemon,dialogue,"Tu peux combattre un autre Dresseur
via un câble Game Link GBA.",
0x001BC409,"For a Double Battle, you must
have at least two Pokémon.","For a Double Battle, you must
have at least two Pokémon.",56,2,58,pokemon,dialogue,"Pour un Combat Duo, tu dois avoir
au moins deux Pokémon.",
0x001BC442,"For trading, you must have at
least two Pokémon with you.","For trading, you must have at
least two Pokémon with you.",57,2,59,pokemon,dialogue,"Pour un échange, tu dois avoir au
moins deux Pokémon avec toi.",
0x001BC47C,"A Pokémon holding the <0xFD><0x02>
Berry can't be traded.","A Pokémon holding the <0xFD><0x02>
Berry can't be traded.",47,2,49,pokemon,description,"Un Pokémon tenant la Baie
<0xFD><0x02> ne peut pas être échangé.",
0x001BC4AC,"Please wait.
"" "" B Button: Cancel","Cargando"" "" ""
Botón B: Salir.",33,3,36,pokemon,system,"Attends s'il te plaît.
... ... Bouton B : Annuler",
0x001BC4C6, Cancel,,7,3,10,pokemon,system,,
0x001BC4CE,"When all players are ready""
A Button: Confirm<0xFA>B Button: Cancel","When all players are ready""
A Button: Confirm<0xFA>B Button: Cancel",62,2,64,pokemon,system,"Quand tout le monde est prêt...
Bouton A : Valider<0xFA>Bouton B : Annuler",
0x001BC50D,"Start link with <0xFD><0x02> players.
A Button: Confirm<0xFA>B Button: Cancel","Start link with <0xFD><0x02> players.
A Button: Confirm<0xFA>B Button: Cancel",62,2,64,pokemon,system,"Lancer le lien avec <0xFD><0x02> joueurs.
Bouton A : Valider<0xFA>Bouton B : Annuler",
0x001BC54C,"Awaiting linkup""
"" "" B Button: Cancel","Awaiting linkup""
"" "" B Button: Cancel",37,3,40,pokemon,system,"En attente de liaison...
... ... Bouton B : Annuler",
0x001BC590,Please enter.,Please enter.,13,2,15,pokemon,location,"Entre, s'il te plaît.",
0x001BC59E,I'll direct you to your room now.,I'll direct you to your room now.,33,2,35,pokemon,dialogue,"Je te conduis à ta
salle.",
0x001BC5C0,"Someone is not ready to link.<0xFB>Please come back after everyone
has made preparations.","Someone is not ready to link.<0xFB>Please come back after everyone
has made preparations.",84,2,86,pokemon,description,"Quelqu'un n'est pas prêt à se lier.<0xFB>Reviens quand tout le monde sera
préparé.",
0x001BC615,"Sorry, we have a link error""
Please reset and try again.","Sorry, we have a link error""
Please reset and try again.",56,3,59,pokemon,description,"Désolé, erreur de liaison...
Réinitialise et réessaie.",
0x001BC64E,"The link partners appear to have
made different selections.","The link partners appear to have
made different selections.",59,2,61,pokemon,system,"Il semble que les partenaires aient
fait des choix différents.",
0x001BC68A,Please do visit again.,,22,2,24,pokemon,other,Merci de revenir nous voir.,
0x001BC6A1,"The number of participants is
incorrect.","The number of participants is
incorrect.",40,2,42,pokemon,description,"Le nombre de participants est
incorrect.",
0x001BC6CA,"The Single Battle Mode can't be
played by <0xFD><0x02> players.","The Single Battle Mode can't be
played by <0xFD><0x02> players.",53,2,55,pokemon,description,"Le Mode Combat Solo ne peut pas
être joué par <0xFD><0x02> joueurs.",
0x001BC700,"The Double Battle Mode can't be
played by <0xFD><0x02> players.","The Double Battle Mode can't be
played by <0xFD><0x02> players.",53,2,55,pokemon,description,"Le Mode Combat Duo ne peut pas
être joué par <0xFD><0x02> joueurs.",
0x001BC736,"There must be four players to play
this Battle Mode.","There must be four players to play
this Battle Mode.",52,2,54,pokemon,description,"Il faut quatre joueurs pour jouer
à ce mode de combat.",
0x001BC76B,"Please confirm the number of
players and start again.","Please confirm the number of
players and start again.",53,3,56,pokemon,description,"Veuillez vérifier le nombre de
joueurs et recommencer.",
0x001BC7A1,"The link will be terminated if you
leave the room. Is that okay?","The link will be terminated if you
leave the room. Is that okay?",64,1,65,pokemon,dialogue,"Le lien sera coupé si vous quittez
la salle. D'accord ?",
0x001BC7E2,"Terminating link""
You will be escorted out of<0xFA>the room. Please wait.","Terminating link""
You will be escorted out of<0xFA>the room. Please wait.",68,2,70,pokemon,dialogue,"Fin de liaison...
On va te raccompagner hors de la<0xFA>salle. Patiente.",
0x001BC827,"This Trainer is too busy to
notice""","This Trainer is too busy to
notice""",35,2,37,pokemon,description,"Ce Dresseur est trop occupé pour
remarquer...",
0x001BC84B,"Score! Got to look at <0xFD><0x02>'s
Trainer Card!","Score! Got to look at <0xFD><0x02>'s
Trainer Card!",40,2,42,pokemon,dialogue,"Yes ! J'ai pu voir la Carte de
Dresseur de <0xFD><0x02> !",
0x001BC874,"Score! Got to look at <0xFD><0x02>'s
Trainer Card!<0xFB>It's a <0xFD><0x03> card!","Score! Got to look at <0xFD><0x02>'s
Trainer Card!<0xFB>It's a <0xFD><0x03> card!",56,2,58,pokemon,dialogue,"Yes ! J'ai pu voir la Carte de
Dresseur de <0xFD><0x02> !<0xFB>C'est une carte <0xFD><0x03> !",
0x001BC8AD,"Please take your seat and start
your battle.","Please take your seat and start
your battle.",44,2,46,pokemon,dialogue,"Veuillez vous asseoir et commencer
votre combat.",
0x001BC8DA,"Please take your seat and start
your trade.","Please take your seat and start
your trade.",43,2,45,pokemon,dialogue,"Veuillez vous asseoir et commencer
votre échange.",
0x001BC918,"The Trainer Card data will
be overwritten.","The Trainer Card data will
be overwritten.",42,3,45,pokemon,description,"Les données de la Carte de
Dresseur vont être écrasées.",
0x001BC943,I hope to see you again!,I hope to see you again!,24,2,26,pokemon,dialogue,Au plaisir de te revoir !,
0x001BC95C,"I'm awfully sorry.<0xFB>We're not set up to conduct trades
with Trainers far away in another<0xFA>region yet""","I'm awfully sorry.<0xFB>We're not set up to conduct trades
with Trainers far away in another<0xFA>region yet""",99,2,101,pokemon,description,"Je suis désolé.<0xFB>On n'est pas encore prêts pour des
échanges avec des Dresseurs d'une<0xFA>autre région...",
0x001BC9C0,The other Trainer is not ready.,The other Trainer is not ready.,31,3,34,pokemon,description,L'autre Dresseur n'est pas prêt.,
0x001BC9E0,"You have at least one Pokémon
that can't be taken.","You have at least one Pokémon
that can't be taken.",50,2,52,pokemon,dialogue,"Tu as au moins un Pokémon qui ne
peut pas être emmené.",
0x001BCA13,"The Wireless Adapter is not
connected properly.","The Wireless Adapter is not
connected properly.",47,1,48,pokemon,description,"L'Adaptateur Sans Fil n'est pas
correctement connecté.",
0x001BCA43,"Participants are asked to step up
to the reception counter.","Participants are asked to step up
to the reception counter.",59,2,61,pokemon,description,"Les participants sont priés de se
présenter au comptoir d'accueil.",
0x001BCA95,"You may trade your Pokémon here
with another Trainer.","You may trade your Pokémon here
with another Trainer.",53,3,56,pokemon,dialogue,"Tu peux échanger tes Pokémon ici
avec un autre Dresseur.",
0x001BCACB,"You may battle with your friends
here.","You may battle with your friends
here.",38,3,41,pokemon,dialogue,"Tu peux combattre tes amis ici.
",
0x001BCAF2,"Two to five Trainers can make
BERRY POWDER together.","Two to five Trainers can make
BERRY POWDER together.",52,2,54,pokemon,description,"De deux à cinq Dresseurs peuvent
faire de la POUDRE BAIE ensemble.",
0x001BCB42,Cancels the selected MENU item.,Cancela el menú seleccionado.,31,2,33,pokemon,system,Annule l'élément du MENU choisi.,
0x001BCB81,"To use the Berry Crush service,
you must have at least one Berry.","To use the Berry Crush service,
you must have at least one Berry.",65,3,68,pokemon,dialogue,"Pour utiliser le Broyage de Baies,
il vous faut au moins une Baie.",
0x001BCBC3,"To enter the Union Room, you must
have at least two Pokémon.","To enter the Union Room, you must
have at least two Pokémon.",60,2,62,pokemon,dialogue,"Pour entrer dans la Salle Union, tu
dois avoir au moins deux Pokémon.",
0x001BCC00,"No Pokémon holding the <0xFD><0x02>
Berry may enter the Union Room.","No Pokémon holding the <0xFD><0x02>
Berry may enter the Union Room.",57,3,60,pokemon,description,"Aucun Pokémon tenant la Baie <0xFD><0x02>
ne peut entrer dans la Salle Union.",
0x001BCC3A,"This is the Pokémon Wireless Club
Union Room.<0xFB>Unfortunately, your Wireless
Adapter is not connected properly.<0xFB>Please do come again.","<0x52>Esta es la Sala Unión del Club
Inalámbrico!<0xFB>Lamentablemente, tu adaptador
inalámbrico no está conectado<0xFA>correctamente.",131,1,132,pokemon,dialogue,"Ici, c'est la Salle Union du Club
Pokémon Sans Fil.<0xFB>Malheureusement, votre Adaptateur
Sans Fil n'est pas bien connecté.<0xFB>Veuillez revenir nous voir.",
0x001BCCA8,Please do come again.,,21,1,22,pokemon,other,,
0x001BCCCA,"It appears as if <0xFD><0x02> is playing
right now.<0xFA>Go for it!","It appears as if <0xFD><0x02> is playing
right now.<0xFA>Go for it!",52,957,1009,pokemon,dialogue,"On dirait que <0xFD><0x02> joue en
ce moment.<0xFA>Vas-y !",
0x001BD28D,"Welcome to the Pokémon Wireless
Club Direct Corner.<0xFB>You may interact directly with
your friends here.<0xFB>Which room would you like to
enter?","Welcome to the Pokémon Wireless
Club Direct Corner.<0xFB>You may interact directly with
your friends here.<0xFB>Which room would you like to
enter?",137,2,139,pokemon,dialogue,"Bienvenue au Coin Direct du Club
Sans Fil Pokémon.<0xFB>Ici, tu peux interagir directement
avec tes amis.<0xFB>Dans quelle salle veux-tu entrer ?
",
0x001BD317,Would you like to trade Pokémon?,Would you like to trade Pokémon?,32,2,34,pokemon,dialogue,Veux-tu échanger des Pokémon ?,
0x001BD338,"Which Battle Mode would you like
to play?","<0x51>Qué Modo de Batalla te gustaría
jugar?",41,2,43,pokemon,dialogue,"Quel Mode de Combat veux-tu
jouer ?",
0x001BD362,"Would you like to use the
Berry Crush System?","Would you like to use the
Berry Crush System?",45,2,47,pokemon,dialogue,"Veux-tu utiliser le Système
Broyeur Baies ?",
0x001BD390,"There are three Battle Modes.<0xFB>Single Battle is for two Trainers
with one or more Pokémon each.<0xFB>Each Trainer can have one Pokémon
in battle at a time.<0xFB>Double Battle is for two Trainers
with two or more Pokémon each.<0xFB>Each Trainer will send out two
Pokémon in battle at a time.<0xFB>Multi Battle is for four Trainers
with one or more Pokémon each.<0xFB>Each Trainer can have one Pokémon
in battle at a time.","Hay 3 Modos de Batalla.<0xFB>La Batalla <0x12>nica es para dos
Entrenadores con uno o más Pokémon<0xFA>cada uno.<0xFB>La Batalla Doble es para dos
Entrenadores con dos o más Pokémon<0xFA>cada uno.<0xFB>La Batalla Múltiple es para cuatro
Entrenadores con uno o más Pokémon<0xFA>cada uno.",394,2,396,pokemon,dialogue,"Il y a trois Modes de Combat.<0xFB>Le Combat Solo est pour deux
Dresseurs avec au moins un Pokémon.<0xFB>Chaque Dresseur a un Pokémon en
combat à la fois.<0xFB>Le Combat Duo est pour deux
Dresseurs avec minimum deux Pokémon.<0xFB>Chaque Dresseur envoie deux
Pokémon en combat.<0xFB>Le Combat Multi est pour quatre
Dresseurs avec au moins un Pokémon.<0xFB>Chaque Dresseur a un Pokémon en
combat à la fois.",
0x001BD502,"mon
in battle at a time.",,24,2,26,pokemon,other,,
0x001BD51B,"Please decide which of you two
will become the Leader.<0xFB>The other player must then choose
<0xB1>Join Group.<0xB2>","Please decide which of you two
will become the Leader.<0xFB>The other player must then choose
<0xB1>Join Group.<0xB2>",102,2,104,pokemon,dialogue,"Décidez lequel de vous deux sera
Chef.<0xFB>L'autre doit ensuite choisir
"" Rejoindre Groupe "".",
0x001BD582,"Please decide which of you four
will become the Group Leader.<0xFB>The other players must then choose
<0xB1>Join Group.<0xB2>","Please decide which of you four
will become the Group Leader.<0xFB>The other players must then choose
<0xB1>Join Group.<0xB2>",110,2,112,pokemon,dialogue,"Décidez lequel de vous quatre sera
Chef de Groupe.<0xFB>Les autres doivent ensuite choisir
"" Rejoindre Groupe "".",
0x001BD5F1,"Please decide which of you will
become the Group Leader.<0xFB>The other players must then choose
<0xB1>Join Group.<0xB2>","Please decide which of you will
become the Group Leader.<0xFB>The other players must then choose
<0xB1>Join Group.<0xB2>",105,2,107,pokemon,dialogue,"Décidez qui sera Chef de Groupe.
Les autres doivent ensuite choisir<0xFB>"" Rejoindre Groupe "".
",
0x001BD65B,"Welcome to the Pokémon Wireless
Club Union Room.<0xFB>You may interact directly with
other Trainers here, some of<0xFA>whom you may not even know.<0xFB>Would you like to enter the room?","Welcome to the Pokémon Wireless
Club Union Room.<0xFB>You may interact directly with
other Trainers here, some of<0xFA>whom you may not even know.<0xFB>Would you like to enter the room?",170,2,172,pokemon,dialogue,"Bienvenue dans la Salle Union du
Club Sans Fil Pokémon.<0xFB>Ici, tu peux interagir directement
avec d'autres Dresseurs, parfois<0xFA>inconnus.<0xFB>Veux-tu entrer dans la salle ?",
0x001BD706,"The Trainers in the Union Room
will be those players around you<0xFA>who have also entered the room.<0xFB>You may do all sorts of things
here, such as exchanging greetings.<0xFB>You may enter two Pokémon up to
Lv. 30 for a one-on-one battle.<0xFB>You may take part in a chat with
two to five people.<0xFB>Or, you may register a Pokémon for
trade.<0xFB>Would you like to enter the room?","The Trainers in the Union Room
will be those players around you<0xFA>who have also entered the room.<0xFB>You may do all sorts of things
here, such as exchanging greetings.<0xFB>You may enter two Pokémon up to
Lv. 30 for a one-on-one battle.<0xFB>You may take part in a chat with
two to five people.<0xFB>Or, you may register a Pokémon for
trade.<0xFB>Would you like to enter the room?",355,3,358,pokemon,dialogue,"Les Dresseurs de la Salle Union
sont ceux autour de toi déjà entrés.<0xFA><0xFB>Tu peux y faire plein de choses,
comme échanger des salutations.<0xFB>Tu peux inscrire deux Pokémon au
N. 30 pour un combat un contre un.<0xFB>Tu peux participer à un chat à
deux à cinq.<0xFB>Ou inscrire un Pokémon à
l'échange.<0xFB>Veux-tu entrer dans la salle ?",
0x001BD86A,"I hope you enjoy your time in
the Union Room.","I hope you enjoy your time in
the Union Room.",45,1,46,pokemon,dialogue,"J'espère que vous passerez un bon
moment dans la Salle Union.",
0x001BD898,"Hello!
My name is Teala.<0xFB>This must be your first time
up here.<0xFB>I'll show you how the Wireless
Communication System works.<0xFB>First, I need to show you this
floor of our Pokémon Centre.<0xFB>Right this way, please.","Hello!
My name is Teala.<0xFB>This must be your first time
up here.<0xFB>I'll show you how the Wireless
Communication System works.<0xFB>First, I need to show you this
floor of our Pokémon Centre.<0xFB>Right this way, please.",205,3,208,pokemon,dialogue,"Bonjour !
Je m'appelle Teala.<0xFB>C'est ta première fois ici.
Je vais te montrer comment marche<0xFB>le Système de Communication Sans
Fil.<0xFB>D'abord, je dois te montrer cet
étage de notre Centre Pokémon.<0xFB>Par ici, s'il te plaît.",
0x001BD966,"On the top floor, there are two
rooms.<0xFB>First, the room on the left.
It's the Union Room.<0xFB>You may link up with Trainers
around you who have also entered<0xFA>the Union Room.<0xFB>With them, you may do things like
chat, battle, and trade.<0xFB>Second, the room on the right is
the DIRECT CORNER.<0xFB>You may trade or battle Pokémon
with your friends in this room.<0xFB>If the Wireless Adapter isn't
connected, you may still link up<0xFA>using a GBA Game Link cable.<0xFB>If that is the case, you must go
to the Direct Corner.<0xFB>I hope you enjoy the Wireless 
Communication System.","On the top floor, there are two
rooms.<0xFB>First, the room on the left.
It's the Union Room.<0xFB>You may link up with Trainers
around you who have also entered<0xFA>the Union Room.<0xFB>With them, you may do things like
chat, battle, and trade.<0xFB>Second, the room on the right is
the DIRECT CORNER.<0xFB>You may trade or battle Pokémon
with your friends in this room.<0xFB>If the Wireless Adapter isn't
connected, you may still link up<0xFA>using a GBA Game Link cable.<0xFB>If that is the case, you must go
to the Direct Corner.<0xFB>I hope you enjoy the Wireless 
Communication System.",542,2,544,pokemon,dialogue,"À l'étage du haut, il y a deux
salles.<0xFB>D'abord, la salle de gauche.
C'est la Salle Union.<0xFB>Tu peux te lier avec des
Dresseurs autour de toi qui sont<0xFA>dans la Salle Union.<0xFB>Avec eux, tu peux discuter,
combattre et échanger.<0xFB>Ensuite, la salle de droite est le
Coin Direct.<0xFB>Tu peux échanger ou combattre des
Pokémon avec tes amis ici.<0xFB>Si l'Adaptateur Sans Fil n'est pas
connecté, tu peux toujours te lier<0xFA>avec un câble Game Link GBA.<0xFB>Dans ce cas, tu dois aller au Coin
Direct.<0xFB>Profite bien du Système de
Communication Sans Fil.",
0x001BDB85,"Hello, <0xFD><0x01>!<0xFB>It's me, Teala, the Pokémon
Centre 2F attendant.<0xFB>Is there something you needed to
ask me about linking?","Hello, <0xFD><0x01>!<0xFB>It's me, Teala, the Pokémon
Centre 2F attendant.<0xFB>Is there something you needed to
ask me about linking?",114,3,117,pokemon,dialogue,"Bonjour, <0xFD><0x01>!<0xFB>C'est moi, Teala, l'hôtesse du 1er
étage du Centre Pokémon.<0xFB>Tu voulais me demander quelque
chose sur le lien ?",
0x001BDBF8,"Let me explain how the Pokémon
Wireless Club works.<0xFB>On this, the top floor, there are
two rooms.<0xFB>First, the room on the left.
It's the Union Room.<0xFB>You may link up with Trainers
around you who have also entered<0xFA>the Union Room.<0xFB>With them, you may do things like
chat, battle, and trade.<0xFB>Second, the room on the right is
the Direct Corner.<0xFB>You may trade or battle Pokémon
with your friends in this room.<0xFB>Sometimes, you may not be able to
find your friends in the Union Room<0xFA>or the Direct Corner.<0xFB>In that case, please move closer
to your friends.<0xFB>If the Wireless Adapter isn't
connected, you may still link up<0xFA>using a GBA Game Link cable.<0xFB>If that is the case, you must go
to the Direct Corner.<0xFB>I hope you enjoy the Wireless 
Communication System.","Let me explain how the Pokémon
Wireless Club works.<0xFB>On this, the top floor, there are
two rooms.<0xFB>First, the room on the left.
It's the Union Room.<0xFB>You may link up with Trainers
around you who have also entered<0xFA>the Union Room.<0xFB>With them, you may do things like
chat, battle, and trade.<0xFB>Second, the room on the right is
the Direct Corner.<0xFB>You may trade or battle Pokémon
with your friends in this room.<0xFB>Sometimes, you may not be able to
find your friends in the Union Room<0xFA>or the Direct Corner.<0xFB>In that case, please move closer
to your friends.<0xFB>If the Wireless Adapter isn't
connected, you may still link up<0xFA>using a GBA Game Link cable.<0xFB>If that is the case, you must go
to the Direct Corner.<0xFB>I hope you enjoy the Wireless 
Communication System.",742,3,745,pokemon,dialogue,"Laissez-moi vous expliquer comment
fonctionne le Club Pokémon Sans Fil.<0xFB>Ici, au dernier étage, il y a
deux salles.<0xFB>D'abord, la salle de gauche.
C'est la Salle Union.<0xFB>Vous pouvez vous connecter aux
Dresseurs proches de vous qui sont<0xFA>aussi dans la Salle Union.<0xFB>Avec eux, vous pouvez discuter,
combattre et échanger.<0xFB>Ensuite, la salle de droite est
le Coin Direct.<0xFB>Vous pouvez y échanger des Pokémon
ou combattre avec vos amis.<0xFB>Parfois, vous ne trouverez pas vos
amis dans la Salle Union ou dans<0xFA>le Coin Direct.<0xFB>Dans ce cas, veuillez vous
rapprocher de vos amis.<0xFB>Si l'Adaptateur Sans Fil n'est pas
connecté, vous pouvez vous relier<0xFA>avec un câble Game Link GBA.<0xFB>Dans ce cas, vous devez aller
au Coin Direct.<0xFB>J'espère que vous apprécierez le
Système de Communication Sans Fil.",
0x001BDEDF,"I hope you enjoy the Wireless
Communication System.","I hope you enjoy the Wireless
Communication System.",51,2,53,pokemon,dialogue,"Profite bien du Système Sans Fil.
",
0x001BDF08,on System.,on System.,10,2,12,pokemon,other,on System.,
0x001BDF94,"This tree looks like it can be cut
down!<0xFB>Would you like to cut it?","This tree looks like it can be cut
down!<0xFB>Would you like to cut it?",66,3,69,pokemon,dialogue,"Cet arbre a l'air de pouvoir être
coupé !<0xFB>Voulez-vous utiliser Coupe ?",
0x001BDFD7,<0xFD><0x02> used <0xFD><0x03>!,,11,2,13,pokemon,dialogue,<0xFD><0x02> utilise <0xFD><0x03> !,
0x001BDFE3,"This tree looks like it can be cut
down!","<0x52>Parece que este árbol se puede
cortar!",40,2,42,pokemon,dialogue,"On dirait que cet arbre peut être
coupé !",
0x001BE09D,"This rock appears to be breakable.
Would you like to use Rock Smash?","This rock appears to be breakable.
Would you like to use Rock Smash?",68,3,71,pokemon,dialogue,"Cette roche a l'air friable.
Voulez-vous utiliser Éclate-Roc ?",
0x001BE0E2,"It's a rugged rock, but a Pokémon
may be able to smash it.","Es una roca, pero un Pokémon puede
ser capaz de romperla.",58,1,59,pokemon,description,"C'est un rocher rugueux, mais un
Pokémon peut sûrement l'éclater.",
0x001BE100,"mon
may be able to smash it.",,28,1,29,pokemon,other,,
0x001BE1FA,"<0xFD><0x02> used Strength!<0xFB><0xFD><0x02>'s Strength made it
possible to move boulders around!","<0x52><0xFD><0x02> ha usado Fuerza!<0xFB><0x52><0xFD><0x02> puede mover la roca
a donde quieras!",73,3,76,pokemon,dialogue,"<0xFD><0x02> utilise Force !<0xFB>La Force de <0xFD><0x02> permet de
bouger les rochers !",
0x001BE20F,"s Strength made it
possible to move boulders around!",,52,3,55,pokemon,dialogue,,
0x001BE244,"It's a big boulder, but a Pokémon
may be able to push it aside.","Es una roca pesada, pero un Pokémon
puede ser capaz de moverla.",63,2,65,pokemon,description,"C'est un gros rocher, mais un
Pokémon peut le pousser.",
