offset,original_text,spanish_text,original_length,padding_available,real_max_length,encoding,category,translation,notes
0x01EA9D3A,"K
<0x13>K
<0x5A><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> h<0x41><0xFA><0x09><0x09><0x05>G<0x01><0x0B><0x21><0x0D><0x80>  <0x06><0x01><0x6E><0x99>v<0x09><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> <0xF7><0x40><0xFA><0x09><0x09><0x06>G<0x01><0x0B><0x4F><0x0F><0x80>B<0x9D>v<0x09><0x51>  <0x28><0x10> <0x53><0x0F><0x80><0x63><0x0F><0x80>","K
<0x13>K
<0x5A><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> <0x13>3<0x19><0x08><0x09><0x05>G<0x01><0x0B><0x21><0x0D><0x80>  <0x06><0x01><0x6E><0x99>v<0x09><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> <0xFD>2<0x19><0x08><0x09><0x06>G<0x01><0x0B><0x4F><0x0F><0x80>B<0x9D>v<0x09><0x51>  <0x28><0x10> <0x53><0x0F><0x80><0x63><0x0F><0x80>",80,4,84,pokemon,description,,
0x01EA9D3C,"<0x13>K
<0x5A><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> h<0x41><0xFA><0x09><0x09><0x05>G<0x01><0x0B><0x21><0x0D><0x80>  <0x06><0x01><0x6E><0x99>v<0x09><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> <0xF7><0x40><0xFA><0x09><0x09><0x06>G<0x01><0x0B><0x4F><0x0F><0x80>B<0x9D>v<0x09><0x51>  <0x28><0x10> <0x53><0x0F><0x80><0x63><0x0F><0x80>","<0x13>K
<0x5A><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> <0x13>3<0x19><0x08><0x09><0x05>G<0x01><0x0B><0x21><0x0D><0x80>  <0x06><0x01><0x6E><0x99>v<0x09><0x0F> <0x0A><0x3E><0xFA><0x09>óW<0x59>w<0x09><0x0F> <0xFD>2<0x19><0x08><0x09><0x06>G<0x01><0x0B><0x4F><0x0F><0x80>B<0x9D>v<0x09><0x51>  <0x28><0x10> <0x53><0x0F><0x80><0x63><0x0F><0x80>",78,4,82,pokemon,description,,
0x01EAF500,"<0xA0><0xFC><0xFA><0x09><0x06><0xFD><0xFA><0x09><0x5F><0xFD><0xFA><0x09>7<0xFD><0xFA><0x09><0xF1><0xFD><0xFA><0x09><0x3A>
<0xFA><0x09>È
<0xFA><0x09><0x90><0x90><0x60><0x60><0x60><0x60><0x60><0x90><0x1E> <0x1E> <0x37> <0x37> <0x37> <0x37> <0x37> <0x1E> <0x9C><0x5D>z<0x09>s
<0xFA><0x09><0x48><0x15><0x10> <0x59>   <0x30>Yz<0x09><0x3D>","<0xA0><0xFC><0xFA><0x09><0x06><0xFD><0xFA><0x09><0x5F><0xFD><0xFA><0x09>7<0xFD><0xFA><0x09><0xF1><0xFD><0xFA><0x09><0x3A>
<0xFA><0x09>È
<0xFA><0x09><0x90><0x90><0x60><0x60><0x60><0x60><0x60><0x90><0x1E> <0x1E> <0x37> <0x37> <0x37> <0x37> <0x37> <0x1E> <0x40><0x51><0x28><0x08>s
<0xFA><0x09><0x48><0x15><0x10> <0x59>   O<0x2A><0x1C><0x08><0x3D>",73,4,77,pokemon,description,,
0x01ED5603,"ó<0x03><0x99><0x3B>ç<0x05><0x98><0x1C><0x4B><0x01>:/<0xFA>é<0x4B><0x98><0x42><0x0F>V
<0xF7>4
ó<0x68><0x97><0x33><0x18><0x78><0x18><0x4B><0x01>:<0xAF><0xFA><0x01>ó<0x3B>çá<0x4B>!<0x51><0xF3>q<0x30> 
<0xF7>U<0xFA><0x28>ó<0x02><0x9A><0x5A><0x43><0x13> <0x13><0x4A>v<0x50>uq<0xFD><0xF7>X<0xFA> <0x28><0xB6>W<0xFD><0xF7>1<0xFA><0x0F><0x4C><0x9C>r<0x72><0x21>  <0x8C><0x5A><0x12><0x08>S<0x22><0x07><0x08>p<0x16>  Wr<0x06><0x08><0x52>è<0xF7><0x09><0x90><0x50> <0x03><0x70><0x21>  <0x43><0x7E><0xF7><0x09>à<0x7E><0xF7><0x09><0x9D>t<0x03><0x08>","ó<0x03><0x99><0x3B>ç<0x05><0x98><0x1C><0x4B><0x01>:/<0xFA>é<0x4B><0x98><0x42><0x0F>V
<0xF7>4
ó<0x68><0x97><0x33><0x18><0x78><0x18><0x4B><0x01>:<0xAF><0xFA><0x01>ó<0x3B>çá<0x4B>!<0x51><0xF3>q<0x30> 
<0xF7>U<0xFA><0x28>ó<0x02><0x9A><0x5A><0x43><0x13> <0x13><0x4A>v<0x50>uq<0xFD><0xF7>X<0xFA> <0x28><0xB6>W<0xFD><0xF7>1<0xFA><0x0F><0x4C><0x9C>r<0x72><0x21>  <0x8C><0x5A><0x12><0x08>S<0x22><0x07><0x08>p<0x16>  Wr<0x06><0x08><0x52>è<0xF7><0x09><0x90><0x50> <0x03><0x70><0x21>  s5<0x19><0x08><0x3E>6<0x19><0x08><0x9D>t<0x03><0x08>",125,4,129,pokemon,dialogue,,
0x01EDCDF8,"The Black Ferrothorn was the
roughest and toughest gang in town<0xFA>until we showed up!<0xFB>The Black <0xFD><0x01>!","<0x52>El Ferrothorn Negro era la pandilla
más ruda de la ciudad hasta que<0xFA>llegamos nosotros!",97,2,99,pokemon,dialogue,"Les Black Ferrothorn étaient
le gang le plus dur de la ville<0xFA>jusqu'à notre arrivée !<0xFB>Les Black <0xFD><0x01> !",
0x01EDD048,"Do you know who we are?
We're the Black <0xFD><0x01>!","<0x51>Sabes quiénes somos?
<0x52>Somos los <0xFD><0x01> Negros!",43,2,45,pokemon,dialogue,"Tu sais qui on est ? On est les
Black <0xFD><0x01> !",
0x01EDD084,"I can't believe it""<0xFB>The legend""<0xFC><0x08><0x20> the conquerer""<0xFC><0x08><0x20>
<0xFD><0x01>!","<0x52>No lo puedo creer!
<0x52>Eres <0xFD><0x01>, la leyenda!",56,2,58,pokemon,dialogue,"J'y crois pas... La<0xFB>légende...{PAUSE}î le
conquérant...{PAUSE}î {PLAYER} !",
0x01EDD0B0,"erer""<0xFC><0x08><0x20>
<0xFD><0x01>!",            ,12,2,14,pokemon,dialogue,,
0x01EDD174,"Those Black <0xFD><0x01> always gettin'
in the way""<0xFB>Hey!
Quit starin'!","<0x52>Esos <0xFD><0x01> Negros son tan
molestosos!<0xFB><0x52>Oye!
<0x52>Deja de mirarme!",60,2,62,pokemon,dialogue,"Ces Black <0xFD><0x01> se mettent
toujours en travers...<0xFB>Hé ! Arrête de mater !",
0x01EDD25A,"One day, we're gonna boot those
Black <0xFD><0x01> right outta town""<0xFB>Hey!
Quit starin'!","Un día expulsaremos a esos
<0xFD><0x01> Negros de la ciudad""<0xFB><0x52>Ey!
<0x52>Deja de mirarme!",77,3,80,pokemon,dialogue,"Un jour, on va dégager ces Black
<0xFD><0x01> hors de la ville...<0xFB>Hé ! Arrête de mater !",
0x01EDD2A8,"We just booted the new gang around
here outta town!<0xFB>The Black <0xFD><0x01> is gone forever!
We're the Black Ferrothorn!","<0x52>Acabamos de echar a la nueva
pandilla de la ciudad!<0xFB><0x52>A esos tal <0xFD><0x01> Negros!
<0x52>Vivan los Ferrothorn Negros!",109,2,111,pokemon,dialogue,"On a chassé le nouveau gang
d'ici !<0xFB>Les Black <0xFD><0x01> sont partis !
On est les Black Ferrothorn !",
0x01EDD2BC,"ew gang around
here outta town!<0xFB>The Black <0xFD><0x01> is gone forever!
We're the Black Ferrothorn!"," la nueva
pandilla de la ciudad!<0xFB><0x52>A esos tal <0xFD><0x01> Negros!
<0x52>Vivan los Ferrothorn Negros!",89,2,91,pokemon,dialogue,,
0x01EDD2C3," around
here outta town!<0xFB>The Black <0xFD><0x01> is gone forever!
We're the Black Ferrothorn!","va
pandilla de la ciudad!<0xFB><0x52>A esos tal <0xFD><0x01> Negros!
<0x52>Vivan los Ferrothorn Negros!",82,2,84,pokemon,dialogue,,
0x01EDD3D5,"Some words are crossed out.<0xFB>It appears to read now:
Black <0xFD><0x01> HQ","Cuartel general de los <0xFD><0x01>
Negros                               ",63,2,65,pokemon,description,"Certains mots sont barrés.<0xFB>On dirait que ça lit maintenant :
QG des Black <0xFD><0x01>",
0x01EDD415,"The words are faded.<0xFB>It appears to read:
Black <0xFD><0x01> HQ","Las palabras no se ven bien.<0xFB>Dice: Base <0xFD><0x01> Negr""",52,2,54,pokemon,description,"Les mots sont effacés.<0xFB>On dirait que c'est marqué :
QG des Black <0xFD><0x01>",
0x01EDE068,"You wanna prove you're tough?
Huh, <0xFD><0x02>?<0xFB>You're gonna wanna take on Big Mo.<0xFB>He's the biggest, toughest guy in
all of Antisis City.","<0x51>Quieres demostrar que eres fuerte,
eh?<0xFB>Puedes enfrentarte al Gran Mo.<0xFB>Es el tipo más grande y rudo de toda
Ciudad Antisis.",128,2,130,pokemon,dialogue,"Tu veux prouver que t'es balèze ?
Hein, <0xFD><0x02> ?<0xFB>Tu vas vouloir affronter Big Mo.<0xFB>C'est le plus grand et le plus dur
type de toute la Ville d'Antisis.",
0x01EDE32C,"Hi, <0xFD><0x01>!<0xFB>Feel free to come and go as
you please.<0xFB>With a Trainer Card like yours,
you have more than proved your<0xFA>trustworthiness.","<0x52>Hola! <0x52>Puedes entrar y salir cuando
quieras!<0xFB>Con una Tarjeta de Entrenador como
la tuya, has demostrado<0xFA>confiabilidad.",127,1,128,pokemon,dialogue,"Salut, <0xFD><0x01> !<0xFB>Entre et sors quand
tu veux.<0xFB>Avec une Carte Dresseur comme la
tienne, tu as prouvé ta<0xFA>fiabilité.",
0x01EDE7E9,"Feed the <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> to a
Pokémon with a status condition.<0xFB>It'll get all better, just
like that!","Dale <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> a un Pokémon con una
condición de estado.<0xFB><0x52>Todo mejorará, así de simple!",93,2,95,pokemon,dialogue,"Donne le {COLOR}É{STR_VAR_1}{COLOR}Ë à un
Pokémon avec un statut.<0xFB>Il ira mieux, tout
simplement !",
0x01EDF2CF,"Wow! Today's experiment was super
successful!<0xFB>Here! Please accept
the <0xFD><0x02> I made!","<0x52>Bien! <0x52>El expermiento de hoy fue
un éxito!<0xFB><0x52>Por favor, acepta la <0xFD><0x02>
que hice!",80,2,82,pokemon,dialogue,"Waouh ! L'expérience du jour a
très bien marché !<0xFB>Tiens ! Accepte
le <0xFD><0x02> que j'ai créé !",
0x01EDF307,"se accept
the <0xFD><0x02> I made!","acepta la <0xFD><0x02>
que hice!",24,2,26,pokemon,dialogue,,
0x01EDF30E,"pt
the <0xFD><0x02> I made!","la <0xFD><0x02>
que hice!",17,2,19,pokemon,dialogue,,
0x01EDF315,<0xFD><0x02> I made!,ue hice!,10,2,12,pokemon,dialogue,,
0x01EDFCC5,"<0xFC><0x01><0x02>Stand and face <0xFD><0x02> on the other
side of the field to begin battling.","<0xFC><0x01><0x02>Ponte al otro lado para comenzar
tu batalla contra <0xFD><0x02>.",70,3,73,pokemon,description,"{COLOR}ÁPlace-toi face à {STR_VAR_1} de l'autre
côté du terrain pour combattre.",
0x01EE04F0,"You want to start a Classic Leaders
Gauntlet on the <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> Difficulty?","<0x51>Quieres iniciar un Clásico Líderes
Borrianos en la Dificultad <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>?",72,2,74,pokemon,dialogue,"Tu veux lancer le Défi Classique
en mode {COLOR}É{STR_VAR_1}{COLOR}Ë ?",
0x01EE06AB,"Your next battle will be against the
Gym Leader, <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>.<0xFB>Take some time now to prepare
your team for the upcoming fight.<0xFB>When you're ready to battle,
take a step in any direction.","Tu otro combate será contra el
Líder de Gimnasio, <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>.<0xFB>Tómate un tiempo para preparar a tu
equipo antes del combate.<0xFB>Cuando esté todo hecho, da un paso
en cualquier dirección.",181,2,183,pokemon,dialogue,"Ton prochain combat sera contre
{COLOR}É{STR_VAR_1}{COLOR}Ë, Champion d'Arène.<0xFB>Prends le temps de préparer
ton équipe pour le combat.<0xFB>Quand tu es prêt à combattre,
fais un pas dans une direction.",
0x01EE08B4,"Are you ready to begin the battle
against the Gym Leader, <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>?","<0x51>Quieres comenzar el combate contra
el Líder de Gimnasio, <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>?",67,3,70,pokemon,dialogue,"Prêt à commencer le combat
contre le Champion d'Arène {COLOR}É{STR_VAR_1}{COLOR}Ë ?",
0x01EE0DC0,"<0xFC><0x01><0x08>I'm bringing all the flower power!
Let's get funky, <0xFD><0x04>!","<0xFC><0x01><0x08><0x52>Traigo todo el poder de las
flores!<0xFB><0x52>Prepárate!",58,2,60,pokemon,dialogue,"{COLOR}ËJe ramène le pouvoir des fleurs !
On se lâche, {STR_VAR_3} !",
0x01EE5DC4,"Hello, there.<0xFB>By any chance, would you like to
have a <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>?<0xFB>I hatched it from an Egg and have
no way to train it.","Hola, por casualidad, <0x51>te gustaría
tener un <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>?<0xFB>Lo nací de un Huevo y no tengo
forma de entrenarlo.",117,3,120,pokemon,dialogue,"Bonjour.<0xFB>Par hasard, voudrais-tu
un {COLOR}É{STR_VAR_1}{COLOR}Ë ?<0xFB>Je l'ai fait éclore d'un OEuf et je
ne peux pas l'entraîner.",
0x01EE5FB4,"It is new to the world, so please
take good care of this <0xFD><0x02>.","Es nuevo en el mundo, así que
cuida bien de <0xFD><0x02>.",60,3,63,pokemon,description,"Il est nouveau dans ce monde, alors
prends bien soin de ce <0xFD><0x02>.",
0x01EE6051,"<0xFC><0x01><0x02><0xFD><0x01> received a <0xFD><0x02>!
It has the <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x02> nature.",Has recibido a <0xFD><0x02>.,48,2,50,pokemon,dialogue,"{COLOR}Á{PLAYER} reçoit un {STR_VAR_1} !
Il a la nature {COLOR}É{STR_VAR_2}{COLOR}Á.",
0x01EE6B13,"Okay, so your birthday is on
<0xFD><0x02>/<0xFD><0x03>/<0xFD><0x04>.<0xFB>That means you're <0xFD><0x07> years old!","Bien, tu cumpleaños es el
<0xFD><0x02>/<0xFD><0x03>/<0xFD><0x04>.<0xFB><0x52>Eso significa que tienes <0xFD><0x07> años!",70,3,73,pokemon,dialogue,"D'accord, ton anniversaire est le
<0xFD><0x02>/<0xFD><0x03>/<0xFD><0x04>.<0xFB>Ça veut dire que tu as <0xFD><0x07> ans !",
0x01EE788B,"ngs<0xFC><0x01><0x04> from wild<0xFA><0xFC><0x01><0x06>Wingull<0xFC><0x01><0x04> and <0xFC><0x01><0x06>Pelipper<0xFC><0x01><0x04>.<0xFB>I'm counting on you, <0xFD><0x02>, let's
see if we have what it takes!"," <0xFC><0x01><0x06>Wingull<0xFC><0x01><0x04> y <0xFC><0x01><0x06>Pelipper<0xFC><0x01><0x04>.<0xFB>Cuento contigo, <0xFD><0x01>.
<0x52>No me falles!",111,2,113,pokemon,dialogue,,
0x01EE794D,"Finished!<0xFB>Alright <0xFD><0x01>, clear a space,
and stand back!<0xFB>Are you ready, <0xFD><0x01>?<0xFB>Behold, history in the making!","<0x52>Finalmente!<0xFB><0x52>Muy bien <0xFD><0x01>!
<0x52>Despeja el lugar un poco!<0xFB><0x52>He aquí la historia en ciernes!",102,2,104,pokemon,dialogue,"Terminé !<0xFB>Très bien <0xFD><0x01>, fais de la place,
et recule !<0xFB>Prêt, <0xFD><0x01> ?<0xFB>Voici l'histoire en marche !",
0x01EE7B08,"It's okay, <0xFD><0x02>.<0xFB>If you end up changing your mind,
I'll be here.","Está bien, <0xFD><0x01>.<0xFB>Si cambias de idea, aquí estaré.",62,3,65,pokemon,dialogue,"Ce n'est pas grave, <0xFD><0x02>.<0xFB>Si tu changes d'avis,
je serai là.",
0x01EE7B47,"I need to go back to the Gym now,
so take care, <0xFD><0x02>!","<0x52>Necesito volver al Gimnasio!
<0x52>Nos vemos, <0xFD><0x01>!",51,1,52,pokemon,dialogue,"Je dois retourner à l'Arène,
prends soin de toi, <0xFD><0x02> !",
0x01EE7B77,<0xFD><0x02>!,   ,3,1,4,pokemon,dialogue,,
0x01EE7F15,"Each day, I try to cook delicious
meals for my family.<0xFB>I need some inspiration, though.<0xFB>Do you think you could show me a
Pokémon that's the <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>-type?","Todos los días trato de cocinar
comida deliciosa para mi familia.<0xFB>Pero quiero algo de inspiración.<0xFB><0x51>Me mostrarías un Pokémon de tipo
<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>?",154,3,157,pokemon,dialogue,"Chaque jour, je cuisine de bons
plats pour ma famille.<0xFB>Mais il me faut de l'inspiration.<0xFB>Tu pourrais me montrer un
Pokémon de type {COLOR}É{STR_VAR_1}{COLOR}Ç ?",
0x01EE7FB0,"If you catch a Pokémon that's the
<0xFD><0x02>-type, please show it<0xFA>to me!<0xFB>I'll give you a little something.","Si atrapas un Pokémon de tipo <0xFD><0x02>,
<0x52>muéstramelo!<0xFB><0x52>Te daré un regalo si lo haces!",98,2,100,pokemon,dialogue,"Si tu attrapes un Pokémon
de type <0xFD><0x02>, montre-le<0xFA>moi !<0xFB>Je te donnerai un petit cadeau.",
0x01EE8013,"Please show me a Pokémon that's
the <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>-type!","<0x52>Quiero ver un Pokémon de tipo
<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>!",50,2,52,pokemon,dialogue,"Montre-moi un Pokémon
de type {COLOR}É{STR_VAR_1}{COLOR}Ç !",
0x01EE8046,"The Pokémon you chose is not the
one I requested.<0xFB>What I want to see is a Pokémon
that's the <0xFD><0x02>-type!","<0x52>Ese no es un Pokémon de tipo
<0xFD><0x02>!",101,3,104,pokemon,dialogue,"Le Pokémon choisi n'est pas celui
que je voulais.<0xFB>Je veux voir un Pokémon
de type <0xFD><0x02> !",
0x01EE8080,"ant to see is a Pokémon
that's the <0xFD><0x02>-type!",                                           ,43,3,46,pokemon,dialogue,,
0x01EE8184,"One <0xFD><0x02>!
It's all yours now!",<0x52><0xFD><0x02>! <0x52>Ahora son tuyas!,27,2,29,pokemon,dialogue,"Un <0xFD><0x02> !
Il est à toi !",
0x01EE81A0,"<0xFD><0x03> <0xFD><0x02>!
They're all yours now!","<0x52><0xFD><0x03> <0xFD><0x02>!
<0x52>Son todas tuyas!",29,3,32,pokemon,dialogue,"<0xFD><0x03> <0xFD><0x02> !
Ils sont à toi !",
0x01EE8761,"Where the wind is ice cold, so are
my hands.<0xFB>Would you like me to teach one of
your Pokémon <0xFC><0x01><0x06>Ice Punch<0xFC><0x01><0x08>?<0xFB>I require <0xFC><0x01><0x06><0xFD><0x03> <0xFD><0x02>s<0xFC><0x01><0x08> to share
my frosty hands.","Donde el viento es helado, también
lo son mis manos.<0xFB><0x51>Quieres que un Pokémon aprenda
<0xFC><0x01><0x06>Puño Hielo<0xFC><0x01><0x08>?<0xFB>Necesito <0xFC><0x01><0x06><0xFD><0x03> <0xFD><0x02> <0xFC><0x01><0x08>para poder
hacerlo.",157,2,159,pokemon,dialogue,"Là où le vent est glacé,
mes mains le sont aussi.<0xFB>Veux-tu que j'apprenne
{COLOR}ÉPoing-Glace{COLOR}Ë à un Pokémon ?<0xFB>Il me faut {COLOR}É{STR_VAR_2} {STR_VAR_1}s{COLOR}Ë pour
partager mes mains glacées.",
0x01EE8876,"You do not have enough
<0xFD><0x02>s.<0xFB>I cannot share my frosty hands with
you for nothing""","No tienes suficientes <0xFD><0x02>.<0xFB>No puedo compartir mis manos heladas
contigo""",80,2,82,pokemon,dialogue,"Tu n'as pas assez de
<0xFD><0x02>s.<0xFB>Je ne peux pas partager mes mains
froides pour rien...",
0x01EE8886,"enough
<0xFD><0x02>s.<0xFB>I cannot share my frosty hands with
you for nothing""","entes <0xFD><0x02>.<0xFB>No puedo compartir mis manos heladas
contigo""",64,2,66,pokemon,dialogue,,
0x01EE8A66,"<0xFC><0x01><0x04>Hi!
Do you have an <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>?<0xFB>Wanna trade it for my
<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04>?<0xFB>It's great for if you want to
battle my mommy!","<0xFC><0x01><0x04>Hola, <0x51>tienes un <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>? <0x51>Quieres
cambiarlo por mi <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04>?<0xFB><0x52>Es genial si quieres luchar contra
mi mami!",110,2,112,pokemon,dialogue,"{COLOR}ÇSalut !
Tu as un {COLOR}É{STR_VAR_1}{COLOR}Ç ?<0xFB>Tu veux l'échanger contre mon
{COLOR}É{STR_VAR_2}{COLOR}Ç ?<0xFB>C'est super pour
combattre ma maman !",
0x01EE8B0C,"<0xFC><0x01><0x04>How is my old <0xFD><0x03>?<0xFB>My <0xFD><0x02> is doing amazing!<0xFB>It almost made a hole in the
ceiling when I let it out!","<0xFC><0x01><0x04><0x51>Cómo está <0xFD><0x03>?
<0x52>Mi <0xFD><0x02> está increíble!<0xFB><0x52>Casi hizo un agujero en el techo
cuando lo solté!",100,1,101,pokemon,dialogue,"{COLOR}ÇComment va mon ancien {STR_VAR_2} ?<0xFB>Mon {STR_VAR_1} va super bien !<0xFB>Il a presque fait un trou au
plafond quand je l'ai sorti !",
0x01EE8BB3,"<0xFC><0x01><0x04>I'm little, not stupid.
That's not an <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>!","<0xFC><0x01><0x04><0x52>Ese no es <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>!
<0x52>Soy pequeña, no estúpida!",50,3,53,pokemon,dialogue,"{COLOR}ÇJe suis petit, pas idiot.
Ce n'est pas un {COLOR}É{STR_VAR_1}{COLOR}Ç !",
0x01EE8F94,"Hmm""<0xFB>You've only caught <0xFD><0x03> species
so far.<0xFB>Get to <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> and I'll upgrade your
Pokédex!","Hmm""<0xFB>Sólo has capturado <0xFD><0x03> especies.<0xFB><0x52>Captura <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> especies y ven
aquí!",89,2,91,pokemon,dialogue,"Hmm...<0xFB>Tu n'as attrapé que {STR_VAR_2} espèces
pour l'instant.<0xFB>Atteins {COLOR}É{STR_VAR_1}{COLOR}Ç et j'améliorerai ton
Pokédex !",
0x01EE8FEE,"<0xFC><0x01><0x02><0xFD><0x01>'s Pokédex was upgraded
with the <0xFC><0x01><0x06>DexNav<0xFC><0x01><0x02>!",<0xFC><0x01><0x02>Has obtenido <0xFC><0x01><0x06>DexNav<0xFC><0x01><0x02>.,51,3,54,pokemon,dialogue,"{COLOR}ÁLe Pokédex de {PLAYER} est amélioré
avec le {COLOR}ÉDexNav{COLOR}Á !",
0x01EEAB6E,"Oh, thank you again!<0xFB>My son's anniversary is coming up,
and I want to bake him a pie, too.<0xFB>This time I need:
<0xFC><0x01><0x06><0xFD><0x07><0xFC><0x01><0x04><0xFB>Bring them to me with haste, young
Trainer!","<0x52>Gracias!<0xFB>Se acerca el aniversario de mi hijo
y también quiero hacerle un<0xFA>pastel.<0xFB>Sólo necesito: <0xFC><0x01><0x06><0xFD><0x07><0xFC><0x01><0x04><0xFB>Si pudieras traérmelos, te lo
agradecería mucho.",161,2,163,pokemon,dialogue,"Oh, merci encore !<0xFB>L'anniversaire de mon fils approche,
et je veux lui faire une tarte.<0xFB>Cette fois, il me faut :
{COLOR}É{VERSION}{COLOR}Ç<0xFB>Apporte-les vite, jeune
Dresseur !",
0x01EEABD3,"I need:
<0xFC><0x01><0x06><0xFD><0x07><0xFC><0x01><0x04><0xFB>Bring them to me with haste, young
Trainer!","<0x07><0xFC><0x01><0x04><0xFB>Si pudieras traérmelos, te lo
agradecería mucho.",60,2,62,pokemon,dialogue,,
0x01EEAC10,"Oh, thank you again!<0xFB>My ex-husband has found love with
another woman, and I want to bake<0xFA>a pie to smash in his face!<0xFB>This time I need:
<0xFC><0x01><0x06><0xFD><0x07>","<0x52>Gracias de nuevo!<0xFB><0x52>Mi ex esposo ha encontrado el amor
en otra mujer y quiero hornear<0xFA>un pastel y lanzarlo en su cara!<0xFB>Sólo necesito: <0xFC><0x01><0x06><0xFD><0x07>.",140,3,143,pokemon,dialogue,"Oh, merci encore !<0xFB>Mon ex-mari a trouvé l'amour avec
une autre femme, et je veux lui<0xFA>coller une tarte en plein visage !<0xFB>Cette fois, il me faut :
{COLOR}É{VERSION}",
0x01EEAC9D,"I still need:
<0xFC><0x01><0x06><0xFD><0x07><0xFC><0x01><0x04><0xFB>Please bring them as soon
as you can.",Aún necesito: <0xFC><0x01><0x06><0xFD><0x07><0xFC><0x01><0x04>.<0xFB><0x52>Ayúdame con esos ingredientes!,60,3,63,pokemon,dialogue,"Il me faut encore :
{COLOR}É{VERSION}{COLOR}Ç<0xFB>Apporte-les dès que
possible.",
0x01EEAD21,"<0xFC><0x01><0x02>The Old Lady took:
<0xFC><0x01><0x06><0xFD><0x07>",<0xFC><0x01><0x02>Has entregado <0xFD><0x07>.,27,3,30,pokemon,description,,
0x01EEAD3D,"I'm sure my <0xFD><0x03> will love
this pie.<0xFB>Please, take these in exchange for
your hard work, young Trainer.","Estoy segura de que a mi nieto le
encantará este pastel.<0xFB>Por favor, toma este premio por tu
trabajo.",100,3,103,pokemon,dialogue,"Je suis sûre que mon <0xFD><0x03> va
adorer cette tarte.<0xFB>Prends ceci en échange de ton dur
travail, jeune Dresseur.",
0x01EEB420,"You are correct.<0xFB>Your <0xFD><0x02> can indeed still
evolve.<0xFB>So, as promised""","<0x52>Correcto!<0xFB>De hecho, tu <0xFD><0x02> aún puede
evolucionar.<0xFB>Bien, tómalo""",66,3,69,pokemon,dialogue,"Exact.<0xFB>Ton <0xFD><0x02> peut encore
évoluer.<0xFB>Alors, comme promis...",
0x01EED84F,"I heard there's someone in
<0xFC><0x01><0x06>Tarmigan Town<0xFC><0x01><0x04> who teaches<0xFA>the art of <0xFC><0x01><0x06>Mega Evolution<0xFC><0x01><0x04>!<0xFB>But you already knew that,
didn't you?<0xFB>That <0xFD><0x02> you're wearing
gave it away.","<0x52>Escuché que alguien en <0xFC><0x01><0x06>Ciudad
Tarmi<0xFC><0x01><0x04> te enseña el poder de la<0xFA><0xFC><0x01><0x06>Megaevolución<0xFC><0x01><0x04>!<0xFB>Pero eso ya lo sabías, <0x51>verdad?<0xFB>La <0xFD><0x02> que llevas puesta
te delata.",167,2,169,pokemon,dialogue,"J'ai entendu qu'à
{COLOR}ÉTarmiganville{COLOR}Ç,<0xFA>quelqu'un enseigne la {COLOR}ÉMéga-<0xFB>Évolution{COLOR}Ç !
Mais tu le savais déjà, non ?<0xFB>Le {STR_VAR_1} que tu portes te
trahit.",
0x01EEDAA2,"Use the ADM to dig through the
collapsed doorways in the KBT
Expressway, and capture <0xFD><0x02> Carbink.","Usa el ADM para excavar a través
de las paredes en la Autopista
RBT y captura a <0xFD><0x02> Carbink.",96,2,98,pokemon,description,"Utilise l'ADM pour percer les
portes effondrées de l'Autoroute KBT
et capture <0xFD><0x02> Strassie.",
